address,scores
0x0d836b4b2d6ff7c317a11624017084e9888605fe,65.0
0x4821ce4474276278b71a404ff7036b5046340c91,0.0
0x0abad67a28cf381bb6dee73df9b285845ac561fe,0.0
0x4f3e8913185594d5e9735c5aa9cae9dea9312b24,100.0
0xfb82672df014d5bd33f58a2902484f592e72e042,0.0
0xa682c88ee0aa7e6f47d9219c1c44c0504d1663b7,38.0
0xa8b484814de1cc58f89fce9d4490405dac1e2cd5,99.0
0x07c58d96a387ebecb54ae63b4c197bf49b89af69,97.0
0x55885423e0269704b319b15d145bc6b18884aeb3,2.0
0x6f9efe407a43d67e13833a8fd67b6c522550abb7,0.0
0x1b0313f8d278f8e38ffe1fb8ab3c9d913676ead1,0.0
0xdf36f90b1a2f21a422e2d445dc42793ef172cc99,0.0
0x4184193f99d354857da3507ad0f03c081215eb2b,1.0
0xa78b947fcdeca8770d577c7e242c0b4bd0ca572f,0.0
0x20abdb1e68f89574e7c9d46314dbffcb9376f780,0.0
0x4965b82016f318acd25ae66db787fb41ab94c06b,0.0
0x68543de4789e7e1632e04905d2e7f16d72e44f03,0.0
0xfde4549ffb75e71d2d11711baefbe063a8433217,0.0
0x71a70e646b3898dd058b4a7b82844bc48cf2c8fd,20.0
0xaa683b6be4300e994b63f864b024b3c66516b3da,100.0
0x4110e504ae578ea7053e765ca9b79c1224c05a50,0.0
0x1491b93d5c92b4d01ef6fb4c0a047eb76ad33e42,0.0
0xc1ce482058d84afda55664937f39aa882c6722f3,5.0
0x673d1a2acf7cfae331456ae479fed4cd65dafdf8,0.0
0xf3147df6b04323aecdf891463827b9ff2f4ff111,99.0
0x99935d0a96716341769cc090d13af4a332b9b4ae,0.0
0x6f7a00150a2da020faa93adb6359051710c367e7,0.0
0x64e50c56839c29866d69fc43ce626e7ef42c8b27,0.0
0xaee1ef0cb6a4b07099d1a7396eaea3a9bec6299f,0.0
0x5e1be6f289de619a0884a5048c3b86b3e5a5b3fd,0.0
0x655f3b286a952ec5cc0744724507acf9f3e0d58a,0.0
0xc0fd6ff0fa5b3da3b2ed6c3af5277d756696c103,0.0
0x72f9dd1ed5f3a55f654d6334f0d12718d4385eb5,0.0
0x759a46f2f2e6e96a42d21325872680bbbf610228,0.0
0xf3de96dd26847d877960736e426e2d852b6765f4,2.0
0x7a8ccd54830c3fbc0e1022211028ef719e504944,26.0
0xfe90aabbb36723dd49f3e3d0dba98354a24aeffc,0.0
0x82451688c2774e653f4affd13ac5d7712a807727,31.0
0x433368d6ced6e2825a255359ae38620d837e984c,0.0
0x6d2da3ed8e66f8cd1a75d5afee8ac5abef0d93e6,0.0
0x7a7d1b803cbaadbbc390ff0b0e3daa23fa3ae41b,1.0
0xe8ff7381e13d208067fa6a33c5162e678449e0a5,0.0
0x424a7d44fb507271ee91f9beb7c3aebe85daaefa,0.0
0x3a72de0b99cb8574e22686a3aad44c0e091da342,6.0
0xca575908473bc7c73ecdb45c6779d82497cfdcd7,99.0
0x922de307cda0128ef1470429de83df08274c9f0e,1.0
0xd08a3eb65388336c8ee515bfb50599d0681afe3a,2.0
0x72a8e635cdb8532d42aaf1aaa716ac8a417b02f7,0.0
0xd308012288fa2bbd4dfabbae6842dcdd9b483bfc,1.0
0x55fa97dc65e2f260d3d25be32e2e7dc76cfc2d33,0.0
0xe04cdf6078d687f099c5d5132a0d6743837e53b5,0.0
0x03c34a34bc75b101c1d95f19057727117ec6df98,0.0
0x9360cc3f5ca500f51480ef3c5b3de5711e165c1a,0.0
0xac0ae6063fb4f28bd2aab63b27343b00b0f9f68b,0.0
0x99cb549e80f4136645a0f74103a2bed5fa9bce81,16.0
0x3d241e45f8b50de4f8d1a9250eddcf67bdc3db51,0.0
0xe95da699560a9d67abd04464bb35484f98aab3f2,0.0
0xba9b3873d63c75001fee2f7d73d074272f468835,1.0
0x54bad9502e9cb1694f699d283ed6ba4bce87d705,0.0
0xab96b05f6acbe141f681dbccc6527d07f024c882,0.0
0x5adff0fa88e8c927a11b0b784f7f77d9b57d4da3,0.0
0x944d4ced64452ea022c11d01a5df06eeac54271a,0.0
0xf391414167776f12e67b0a44ca8884b45b6c391f,10.0
0x7226ebfa9cb3faf1f3747526d6acdcccd062fc03,0.0
0xace9e2ff472ac0e83e231c58ccc7a3dec5b165cc,0.0
0x96876edfbc4431b2bd848e16f631d4a7bcd09cba,0.0
0x595750d47c3be1cffe6c0190c82cbb6f405c5da7,13.0
0x70a1d377ccdb77d7e7d147afc0ce42b792140fa0,0.0
0x7785c921d4af55548185f8e241e89285bc8a5ac9,0.0
0xf024f482129d1b007477e4b99be600f33774821f,3.0
0x6a5aeeac39162eb62ab292c786faada9953978ec,0.0
0x3553720a924f17d24a84259aaf1d47549382d776,0.0
0xe56332fb2fb0e023199f2adde7fa0843e176dcc0,0.0
0x627bf4dc66dfd180479e01b9e9ba844732d7f2a4,0.0
0x1b7612547a5d16c5772ab34dbafee717e2284d1c,0.0
0x2d879845676a1dc0f2312d7435b663495bc12a55,3.0
0x8e351ed3e8bc3562a4eef38f30a3c1e0c7498574,86.0
0xe5d93b25cdb8eee5868d9c1eb398fa962301678f,0.0
0x77d429832a8b9ccbf216fb737aa359e2184fadb2,0.0
0xe8bfcc7f9fd5424c1158cec67ce3850bf4e71305,0.0
0xfef00dc03579aff5e8f412063c3f4e68c803bcf4,0.0
0xb6ae40ca96c0cedc7bbc2c02528c7412c263fb73,99.0
0x4ee910309ad65af5cc4605dd02c1eb6a97ab6b95,29.0
0x1f480edfa29b40122bd44d9f7cfcb4f593872622,0.0
0x0a01d97d2085a16ddb2532bb865f658076d20044,0.0
0x7a4f7d197a0bfb28890e5da58af5e573a13f2dee,0.0
0x37504aba2ea0312ffec8020d6ef9f8e3abba22a1,0.0
0xfccd54f99202e61c4e1c822b35f7f25f48977d87,0.0
0x0dbee30771d907e1cdd32c14e67704e0433d6daa,0.0
0xe7cf8fce5e83e07e56e2ebfeb7651f459c47217b,100.0
0x686ec32c61ae7d3ff16e26403ebea633274cdfb9,99.0
0x4782fb2ca42e4837befa4cbab0d62202d0c032c4,30.0
0xcfd6dfbb06bd6e7f6253bf3657333658ab0d183f,0.0
0x2f5cc8aa4b61eff5fa36c7568a2a54203a94f170,0.0
0xc3e8ac233f02d13c1e299e47ae230c205e0177ed,44.0
0xf535b2bd5332b4c5e1e44e2c3f039a4ae7da15a4,26.0
0x941040279e25b88cd346c5e92d4d98d3f6e173b5,0.0
0x833f1f7b3c613b95c10559259d89ab1c57e40137,0.0
0xfb7143db264d0a25fca47772a35b52f4605072a5,6.0
0x7fbc8f6c4579f39419fc1edad2ed4093e6c5e3df,31.0
0xa4cf079553356ff40c0cb3b9f8f5d8554cc3566c,0.0
0x269beef012a1c8cfac299ce71a096b6f1bcd6df8,86.0
0x57f047faa7709736300e5064070c0c28cbdc683d,0.0
0xc19faf20bc5c596d9418bb9e971798ae50327bdb,0.0
0x11e55235f643ab7589d9ff03729a7508fb3d060d,0.0
0x8bdff0be26897de86cecead2e8c9317df5078642,0.0
0x61ee3ca7448fb3c096729b58c536b1f310e34607,0.0
0x50d66102300fcc5998d6e60bcf55c40e244170f1,0.0
0xa775f17fbc3c0a8f854217a7772f2486c44da00e,0.0
0xfaaf503f82e03d13f5c56ebe194da3c7abfd57ae,4.0
0xc075d2d5f374d6ea2e960dd2eb9f3bb527083c97,0.0
0x6c088d4898f5a584f21c9bc68855fb4de84f26cb,3.0
0x639a239eba084bf3ec01ae62ad1be4a540bf0d02,0.0
0x382a57c0e6a2f8a9522c67d02250184aaa18305b,0.0
0xb25a59ca365cd4e37077577327242d4057ed355a,5.0
0x32c407ba581d10f48a85d7817372ff2d8f531012,0.0
0xa9b3a6c160e1910d3c66d15b9f1ae7f8aa1e31a5,13.0
0x30a17a5c818546a400789a9e334e8d04cd0a54a3,0.0
0x426006904582f279e6214eef67ff10f6f1bf634f,0.0
0x787a065e9633c92792d33bc50a1dc8d6b3d1c51d,3.0
0x15cd470e61bc023d60863aa351cde0a2c345e404,1.0
0xa6c390e37d4ef8a9d7ca5bc211168e9f99962034,0.0
0x2fd357efecc322a35afddc824e252fa05ef48920,0.0
0xb8463d2efd18c559d93dde3f74e2e094f2974c75,33.0
0xc7745cc12b93b56f3d1a1c6b08359b7a46734d69,26.0
0x9ae328eaf92e1898a2517946a8afa83919d91a23,0.0
0x1a3791265da61e5bc1edc06feaeb764b4e1163f8,0.0
0xfc6fc698a19f95832ecee8cdb9e55cb8f475a6e8,5.0
0x17e48dc273a96cc6e48920b78d3b1f22463ec2e5,0.0
0x96096a033439db58edc6217c07b4debf8bf541ef,0.0
0xdf117a4ab90598f35599980359500d968941f248,32.0
