address,scores
0xf05a1e5dd1c0adfaacc0d8d3f38e2061cb0d907e,0.0
0xd9b0d004e80a17bb4373648ce640a65e94b6ac8d,99.0
0x090f0c594f6a091adf6e8a2d5f542c393dda2bcc,1.0
0xbb4d7477a43e26328cf4cb811dcd6d03e6965786,0.0
0x46c6e497ac3c56bca9a8ced567170dc917e49c77,1.0
0x44e29d523c702c364a36657e3dc049af623e5fb7,0.0
0x85b7d4582df400812b7834dc358d46406b4d3128,0.0
0x65bf1f5db5817658d24c8a23776284118615b0e1,0.0
0x3d3f1abfbee48737cfbecb89857e704aa39b36bd,5.0
0x5845f5d929635110c36c4dbbc8329943a762fb7d,27.0
0x8f63d7dd6a3f5938616ef06016bbf25bd6023315,0.0
0x4094aac19b22b7294d83e04a3b831b5b38e60a3e,0.0
0xf7ed167c5a9b99b8eaa18e08619de6909a5c5acf,0.0
0xe88c988034d9a7aa063948098845e4e324a9f161,7.0
0x14be9cd5e497d9d153bf02ec8566e90a01f4b51b,0.0
0xa9c305522abf3b797d21967c5ce2d12a2cd44c52,0.0
0x6e2fdf98d08a0fb82063b5d4aac02e9bc667b3a1,4.0
0xb4a5679b8b49f325b7556467dcdc7a2d53ecd90f,0.0
0xa9fff55eea02c4d889d8fe7cd6eabd8dfa4a4eeb,26.0
0x90f52bbc9934827b910a1a6b9b7ba1a1598d1fa6,0.0
0x5beb35bddb47c99bf45f62b01ae0294be9d1cdd6,3.0
0x49e56dbc08345d2d925418acb3e4fcdeed310b26,1.0
0x2ba351f0169ef50953dad73ad4a05db36a113e68,0.0
0xf05ddcaa3f64bf28b2e296aa45625b7eed4b0092,0.0
0x8e8fb5e4268e4b99992a2604bfc260440550ae85,36.0
0x855ec14114b27cbc0fd56d6db4289d01352a8234,0.0
0x50c28a42ac91f6e6437a036d320c9242432cce3f,56.0
0x3005f7c8f2fd8455b3671035c84eca47eb23a539,0.0
0x17b6803da7dbb9907d0ecc82c94f59ab8f2bf803,0.0
0x789a977795c727567e089625df0a67fb0b23a29d,100.0
0x1cb4208c9c043a0d7e0c11c9c5857bc840a4d5b6,1.0
0x8743741b752b671a966a431060a61be144b17ed2,0.0
0x88eb6a92e7b736a96ea0922f37cc8bc8076077a4,96.0
0xda82900452ddc11bbe9604a1a68ddb09c8ffca53,29.0
0x2e373c65403dc176b0f7e8a6c0a8e1fc34d28870,0.0
0xa03586ec40d700f5da75ad628023baff1c4a67b2,0.0
0x07df8dee732e23c99192ea87cf9ff35a814e3b0d,0.0
0x9c9d86fab2d885c28b2932afe024de93e3e1ead6,0.0
0xa899dab1785e228826d27451a9f77e8fd5569bcf,1.0
0x4c54be74ab209ae8063d7c6f3d98bc32ac18c9fb,7.0
0x95c0e9b133fd3637813b632d24e871b05a786068,1.0
0x88fd3d3129deabac5300a235e1e709cd54f7c2fc,0.0
0x6a7bf39c7c539776a9c0a60b60a89c59122ee55d,0.0
0x170e594bc2999be641c5f3ed338127d3cda3a8cd,0.0
0xc880c4016b95d9fa14edf29fd189053bb41b60c3,1.0
0xdb2ded5fa18d1283e194e0963cb210638cfd2aac,2.0
0x749d0217978a92bbd5b6a3899d47857ecee1aefb,23.0
0x2ce19b88b1407a30526b349505468ca9376ddadb,94.0
0x68876474a30aafedc1ca51bf5358e0a614d85f96,83.0
0xc1b5ffccd461f6e324b4438668ea626b9b007beb,0.0
0x885dcaa737c10eeebc4d6fd5f89aa8b474a1d9a0,2.0
0xc6762bc87f97476e64646af53fc4b49063104d7d,0.0
0xc6505cea4d1b01228149ba6ce6c93f67cbab631a,32.0
0x261a7eaa486fa968b52e8ddd00b1ce242d0cf5db,24.0
0x954da409811bf70f7d5cdec7392acd6b9ac7cf32,0.0
0x59a56436ae23a30320555373ff497699c50c082d,18.0
0x6b13795c563714ae065f7b171bdc74574d8dabde,0.0
0xd674db462c43a1242522b7987aa5e69b82f43df5,0.0
0xb2f5ba58b8726f3916cfffeb29809794376992f8,0.0
0x1cc221d84a0c1621ad6b462a84d1bd69c5b94a58,100.0
0xad09ccf1c5097a46d321feb3fba2e30fbaed07c3,7.0
0xa46d0a49e4d83bd29d8490c55c7448668f102749,0.0
0x516a70358698ba58563c0f31988391d2e0d7386b,26.0
0x77e6b1b889f0eef6cf7cc76e2c52e10f28456fac,1.0
0xb2ab79891035724367fb8e5765d8e0dbd72e1930,28.0
0xcbf28cc916937c77ce1e6021fcd7a15f7532a60e,0.0
0xae6ef687e55ccd6ec96d2bf6e67fa51819193afd,100.0
0xf8f1e5d73265cbe87af9ae8b0fc829b74a0b60ba,0.0
0x926d3f691dae574dbcf385fbb0b71bfa500480a2,0.0
0x58025877ac2797965512f48f7cf5c66b0a7d9eb9,15.0
0x1e54dbe42e212652ccaab64ea70acb7ff72e76e6,0.0
0x3ca54ac103bc4c5c47e4fc740977501403aa99ee,0.0
0x6b0b8e6897855488cfde9ca4189d8c682becb9ef,1.0
0xc01e540768c6208095959b2948c435693c14c0f5,3.0
0x81d958fc22b6f5fe2d53b405243bcb8b9de67a32,0.0
0xf25685a7a5f0891ed4350eb9cf9c74b67a7aa7e2,2.0
0x1e90474d2e83e7b7dd45553156beb316845e66a4,0.0
0xfb1c697f03f9e7b7622e7089d8c30cbbaf0423d7,0.0
0x9d2449e2469e8bfb7b16aa12748f269a142dada3,2.0
0x12875f3a820caa31472cc9b12ee6d3490964ee01,0.0
0xa04db8e89d7988b1cc8a850323534582436b087a,0.0
0xd79add81d0b801eaa6e7fc9e1aca731cb28381f7,7.0
0x3f6ae1580081851ecd3f7db55650559c1d48ff20,1.0
0x545ae08ac5a66a34e4523d7205e2daa877bceb23,0.0
0xa92fbc136b38d2a659b52bbddafb328b194c8db2,0.0
0x36d4a22e02c36ba9b32cdb584b88563f410a68e4,26.0
0x0c20db296b2fc3b36f782e217afebcb1daadcb75,0.0
0x95176848f874d84424ce258bbed38e8a5f8674aa,1.0
0xe1be8cad580236a207442ae424558ada9fe70508,0.0
0x65b9d1e93a7fd5e1ae0603e8cdce616f6cbf0206,0.0
0xe9f3500b0809dc407a66d288df8d27541efe4b59,0.0
0x1c9f3aed5c8e7780d51a5c11715c16498d5d85c5,0.0
0x5e4be30aeccb0c4f9811eb3876d0271ea826eb67,0.0
0x3f5f26812ca570b718bed08c30ea0ecb40de747b,0.0
0x198bb339abc94a0ec4b757ea6b5f341300184822,1.0
0xf7208e97809cc2eb878492500e988e6570f547d6,0.0
0xf6fd374bbd881a5732c42d632d4cee352a020b13,0.0
0x437dd32a2c7afd77e65358ef53e33cc8eec55014,1.0
0x1ffd9019897f148c2a46726d98821e6b8c53ac6a,0.0
0x072e46c7c14b63f4ca8b46b1614b0b5864822b91,0.0
0x1339e77d11466e1690575aea7ed48bf0a7ac05d6,0.0
0x7028583aedc24736edd5dcef4bfbde3bc08765aa,0.0
0x5288111ce5d38c3bf8f5cce5aa3ced86bb5cb0be,0.0
0x832577409261ada0acead1262cb41838f6dee1b9,0.0
0xb555361376f7f2b844224befcc969a1d9bcbe19c,1.0
0xa872b550331f70b032c2c25dfdc44d8e2def1b97,0.0
0x5197972c06b649afed9e618689e00d3be5c27ba4,0.0
0xa066c30606ef0e4cf9168be939b4ad5516c14847,0.0
0x03c51001d4ce63d230a975a57d3bd1008eaad87c,0.0
0xa4211aa4dbf96de73e51fb1b7a3a73cb36cfecd4,49.0
0x082784c86d4d6e9ca0e19e93da1f78b116bd8307,18.0
0x473f3e1f5390f045f67663f04cba5cae6163c898,0.0
0xe53b675d920e7e0a8f5a75f3bd60e89f96fb7e78,2.0
0x171b6ec69f508a0662dd39b8c2b75b5bfd64017e,0.0
0xd291749fd9097bd3bc64846824e40aea1109fbb8,0.0
0xe7d8226ae2726ff4a2683a4bca2d663918bd0faa,36.0
0x5b5b15a8ed6a6e4d870be6e07cec2b48dc909637,2.0
0xdc0be60c14742e13fd73a1275661d62fe9ad2ccb,0.0
0x8e388ff4bcf7ac116241ec65d387dc02a3046eb1,14.0
0x6f0a8c7bb85057ed57f85eac3fa8994ac00e0477,4.0
0xf841216198005ea2735fa26a0ceaae806a09f7c3,0.0
0xa640d95117f54f30ec7b35356db9da305249dfac,0.0
0x8f679f194f2b8781790216320981c0d38d4e082e,0.0
0x46b188ebfba54ed6caffe8fa88991a7bce4cc45c,0.0
0x4b5928f32c705c1360f207477bb5778d2975ce94,1.0
0xfadf08352ee5ec6e685cb64e19a5d89b2512d2a7,100.0
0xc1017bdb933d186a5e1667a0c8147071159997fa,0.0
0xfcd75fe1bc9d3014221a6d43a2d2d62e752c792b,0.0
0x81e1e25d47afe72cb360ac72848ad2a5ef9dd70e,0.0
0xb988792bf2a089f5ed58fb06c435ec75ede2b6aa,8.0
0xf8aadbaa91cfdc5d262e3cfbcb0b2dc50af05f7d,1.0
0x31033d908cd4f824f2de0a3b9567e1e2c1a92b57,0.0
0x41e260e8f07615418968c5fc7d10e277cf7eab56,97.0
0xbf36aa0606df17ec21f5b58dee6fe0adcfcbe78c,15.0
0x7d09eb028126c48279612b5e35999a2fe9cd1210,0.0
0x1bd48b7f376fec854ae2535fcbca034a2a5ced01,0.0
0x7e098c6cb77579bc1f9ab9c43a5b00f4d7b8a343,1.0
0xb33b6119fdaac31bf5fce7e21f62bf7e4786a0ac,1.0
0xc13457e40a02f32e83aa9ca9f4853ecddd98a3cd,0.0
0x85684c11fd750506cd8783a7cdc19bc583ce62f8,92.0
0xf5f1066c48ab3cd2045adc1b3355091c516d85b9,0.0
0xda18b8b5f73575f8ffda1b3a2f0a8d4a9f73f886,0.0
0xff2c4f616f5a857f71b367dacb2c7b7fc70e8748,0.0
0x37e93d8ff4b2a2fbc07ece682c47a698683228f5,0.0
0xe2cf73ea6600016f8bf1b00573605d8b192c9088,0.0
0x3483f675cb4490266c3a51fd7ed1a3fe82f5d13d,42.0
0x334093a574eb721da32126eb9dbe1b99dbb55b21,0.0
0x392cfa44bf194dd93665ff87ae7ec5a907726efc,0.0
0x76d7aea79173b8b6b1723bae0a3bb423681fd01a,36.0
0x466da2d6191d10002ddf3a6c7774884132f065da,1.0
0xbc1e9330529b5b81fe6d7e8c67784b07d30af029,0.0
0xb58c015c62120add5cd480b360668c4232bc2ef6,0.0
0x99be096885360273182b6e9b4faf473fb22ea482,35.0
0x8a7d87a092ea081d1e40ccd18649e53877580b9d,0.0
0xafec27f81d87cb50faeec1f591e707fa12d41bcd,0.0
0x67d26a3873c83676d00b6f0989ef4c0a0528f22e,1.0
0x0b60dbe8a3a5fb798879983bfb7e9b312bb56077,43.0
0x8de167f7a11de59acf6428a1502cd1980d854ff2,0.0
0x51f246b6049487013c16425208b8be777da79694,0.0
0xd5fd8fb995f1422ef8ab632f51414347e586e575,38.0
0x299a751e82f9bed1d6023513980b5bc6dec8e592,0.0
0x0cc0fdfa2a9edfc89087e405a4d4b6120ea686fb,1.0
0x6c634f3e46440705c340ca0c24d54eda7711eff3,0.0
0x216b4fa6b038bbef32dc4b610298d4e3de220206,0.0
0x8c4487113e894faa478deaecff29f8a9a0a9d2c4,0.0
0xcd7064f37e505065ac0b7056a01f062597a5163f,9.0
0x54a575af22d23c138e8cd35a6d0299da7f116e01,0.0
0x4b1a741f7bbe35b99e75f3adf5e8059ea2e41173,7.0
0x31c8a479ec9a3c8b2961785a7c7a68f4c1666ee0,0.0
0x1ebf62d6d164f6d66b0f827fefadb8b64c08d3a9,2.0
0xcafd78ce317622f652f37af1e4a1c92df3b8ade4,0.0
0x7503ad20a07164bd82f0adc67b6eeabf48214fa0,0.0
0xab9fa6df35d586c7f0d061e5ece0d9533a822359,5.0
0xd3ed5380aa51edec3e2f5b26cec592d2881578c0,1.0
0x95f52ac5d388ee5e78c8e2ef7acf8b3461aec109,0.0
0x1d7d23cd224375ed1348c7e9aaddacffb391b329,0.0
0x4a54ca29a0b687a50be92c52564eb1b597679260,0.0
0xcb4973496373148d7fb1594886ad93522d860014,0.0
0x91f684d70ced2d9789b1aa89f996b55eaf05ee8a,6.0
0x0afcfbe8793c28e828e8498e9054e6fca36f590a,0.0
0x0aa41ac0b006e2cef18356ce850f2ee135e8b3a8,0.0
0xd1904155010a2b0254e66c077731effdc18e48f7,0.0
0x47b3e0a335f7a84fed7c49820eff8a2753536aca,61.0
0xddbffe114940b433076324af6b181685ba1e933d,99.0
0x3afcbae63209399f3c66e113f764575612a522e7,0.0
0xeb4da3e0988d8ec97498bee7783fbef14e233b89,0.0
0x5add8d91f8a330f9b01df171bd97270e2f62bd8e,0.0
0x47d8cc1f15d52ce84405e0ea15b297b49fe02550,0.0
0x56eaf95ca6e7f962d005752042c54763d70ec108,52.0
0xf3a32cc375947eeab0d3fc988bba051b75222979,0.0
0x70387ad75b89339a47a23f946a25705ec7bb8247,0.0
0x2c46ee01c4f69d200854e3e582074e7ec6755676,1.0
0xd7c5a6d4502ad8a3f88eb69cb97dbeeae8b54603,0.0
0xca66012b55123ec1dff4137be8371acaa84a3817,4.0
0xa8d13ce60baa1634a7b488cd69c03a5148a5e619,99.0
0xa1e55c65e3aaf7bd86408323a926a872e5f96890,3.0
0xbcae65851d4d372a066bb9f377bd8efece6dffd6,92.0
0x50060d9768c0f92f0c20970b7c48df35f9bf1a5f,0.0
0xeb9a3603badfd886df7b6bc2f47a3f5c9aaff5cf,100.0
0x550f44ee647ef1ccc6c097256497158a3f6c0a4c,0.0
0xd056d4b6fcdcea982f7e70f085bbb1f9abcd19f9,87.0
0x4bdb2db6e7cbf2a9687a235cff93462e63515e9e,3.0
0x1d5724212c55819ee5c37d8f1fa8dd97ff4ea072,0.0
0x0e113527dc5cf4a02ea0eb12f60dd234a001e0a5,86.0
0x485536fd0afdc557523c803f0fbdbd5ebf11feab,0.0
0x80fd0f30af5bb903ba697146aeb56fa62f91bc1a,0.0
0xc19e722a4c42d64f7b5c5cd98827e84f56f63946,0.0
0x155e23aaad30e4db0e7f60d6d9e90bc39054bd99,0.0
0x00fddf15962fd7a4381e83dc82645cf2a45db33d,1.0
0x849abd2c9469fde08e77838055b1d0e0e03db831,1.0
0x99b4081b4febbda513a5bd3ea8e8f593a407f18a,0.0
0xbed25fa007d0a30cb04f1b50750d599e89b1a8ce,0.0
0xe0f64c0f8d5db26956a74001f5ced7d988baeb39,0.0
0xd55271ab3d80ab7e383ee0f3abe08723e4dbf321,1.0
0x4d7d1cb4fd7edd00f0b9d7061df7edc6a0beafad,0.0
0x7202de75560094e3da379b1718ec22660adbc74a,0.0
0x373d9e94901022872b24a115ad9b78aee0396f6f,1.0
0xd4c823dbe77238282a8dd53f4525ca93c69f8dfa,0.0
0x61adb85395edbd4883c2e25fe92787eea4f059e2,0.0
0x5fb9c08fca4211c8d0a1c9431d04c6475f5400e7,0.0
0x51c35636b3bf6d51f808c562a2732a15aa38cc7f,0.0
0x2429980b1173b17a92797d1e6ba319951d6d4966,0.0
0xd5d8fc350252856190649d39582948a77839a646,1.0
0x224d757f0b5d19d491032e6150b63fc431100c3b,1.0
0x373889a7e53547babd1e806f6613cec3a7164ffb,0.0
0xdbfc7a2038f61160b09f509cfb001bc1a1fa988d,0.0
0x9a2a08902d24ee5a138c29077617d5b1d17919e8,0.0
0x7c9a15157acb8e4f86559ff2750c708956e37e24,7.0
0x1789c67dbd54c8322484765013981959704837a3,0.0
0x46a4b0363f9ac25c48df181a6f0174d259d9efe2,0.0
0xcf5dca32f180bcbb11f73087930e72a1f23a343c,97.0
0x76ef395c519abeb1995167f07c46612a56dcb432,0.0
0x983e1429915a634098da022ddb1aee12db8c4786,0.0
0x750e83dd0242f54f9f4aef0bd746c8678e24b993,1.0
0xa40b78a0e4c8b8f88a3f0f28bb0b72a1322748a1,0.0
0x878bc1a4d60bd0cedc7a2e7c4e81924d9bcafcb7,0.0
0x100c47e6296d25e2efa48dd47b3031f4e00891c8,30.0
0x5a54704d380b0280d9f012d491891c54295ad872,0.0
0xc8246d28171fff09091be2157c092a323917b630,65.0
0x13fb5d10beafe05c080a1f66f97568575cd83198,2.0
0x176b0d6cf89c92025f0bb3da576225cd8166fb22,0.0
0x0f676839d688161cba159fa240929ac92393f820,0.0
0xdf977a1b513cefc929b6929935b5a2dc91c482cb,0.0
0x3f9d80470117f92007693fdf830fbbfecb4fa057,0.0
0xbefd19677d4190030e55960841dd16d399168dbe,0.0
0x868bb1bcc8c13d06225c86b5ec306b5188d153ff,0.0
0xb8cfbf3c84e49f88e33898a680def941754cb595,15.0
0x2e29b5c0c6fd71f9f4b0ca05bc36a62a566d6dbb,0.0
0x9b05d6fa4675d8ef906e6439a987b52e855b32df,0.0
0xb4f14dc5f0dc011f73471b356502c8086aae407d,2.0
0x2f504d5a3c1e7c0337ea75c7b64e7d28e0aa75bb,1.0
0x0496f6b6a376d1aa3e1db8e6fcb333f3246bcb54,98.0
0xe6939a51fbf803b65b15421f7afcde54f75264a3,11.0
0x67f8fc8161b1cd5cb404aed7d8cac190f0184674,7.0
0xdf5f83ebdf9eea582528cd9091ee6943eb3ac727,1.0
0x03fca050b03bab4f25d307c469244e2b852d5995,0.0
0x2ec459637f8c939eb12acc52a7a7c6508c10278d,1.0
0x32b5b077d141f892c5f0134017908ccd698e92a9,31.0
0x4eae67115dcb918756409e0d7afcf8f3b6c099ca,100.0
0xfa745a8543897c6a371eab14f01db377a1073332,0.0
0x60f0d9afbe582a211e543bc9bf1607abbaf2e752,0.0
0x1f5f0bd67bcdf1ff1d667b4a9cc3ad77c58fd614,0.0
0x1e5dd646e82f5b6df770872075200edba98ebff8,1.0
0x6f38083784e70f298c82d2bd3ee60f0c00112ef5,12.0
0x93915612639a3e6c2988d8353d4a2b53c498e1bb,0.0
0xfea20fdb4acda0b16173a5503ea73723c6654a1f,88.0
0x784f698e43ce2aa502ae857048e2397b8485ac54,0.0
0x98fbb4d1aa6b4320b6212d7c4937d699fec9c8bb,0.0
0x77bf3aa16a71caf378424b284f612687d88d235a,0.0
0xec12c87aaebc0006b4954ef38f922527d29816e3,2.0
0x6b2ebfe3fe5c5b84746105421de93df383b222e8,89.0
0xd79f424fa52bca1837fe43ede62380cd8854b626,1.0
0x03244eaa7a5eeb5322527ce489aca1a5426b3755,73.0
0x2125a5b9a9dcd7768b495af7bd7ec6a8d9703813,0.0
0xad661b0f8919c93b4d07678fde702d998d6f08f4,99.0
0x13f1b0d279fdf341da7a7a214d173b5fc473cf8f,18.0
0x599ed10fdea23e5c968ea1de7832011dbc7c9b22,99.0
0xc5701822d2adbaf15882a432e2548aed20c22492,0.0
0x265aaeddc4eb6fd6f2626ebad7c441646ab3106d,8.0
0x498db431dbc4d63445990acd1802e3553537af97,0.0
0x60f50369d9f79381068374d41a58af7c325169e4,0.0
0xf915b23769a4d1de0cc4dd152013c1aa4c115ec1,0.0
0xf0fcd7b0cf2bab75fce630b8915e1ee3ca154cd3,0.0
0xa0528a47c4a5eb353a4adf8362c0c26f35bc1314,0.0
0x61d457e1c3656994c21680a86416ca872335ef1f,88.0
0xcaac5c5a967454807a0b83f408f19ad6542d7b51,34.0
0x4ce8f1d623ecb72d65763c69d8d65518a55796ad,0.0
0xcde343b1427407477a1d133959922cb9ce7184cc,34.0
