Address,aggregate_score
0x2E4BeF8b31AA57fDB5BBCbd4eee0d21082fBE407,0
0x4bE949440C4490f94c6dFc2BaDceC512ae86D5a8,0
0xE764c305e6aB8fA62Ed3A5b0f4D4d0e5e5de2a1b,3
0xd952010BAFcAdB7a2052EE697C883A0565A8c01E,100
0x9fC37cDf1Abd391B17E72786644A8DA92143A0Ea,6
0x631ab8EB40588543dF900263F864b6376d56A587,81
0x0816293e80B95c10Ad22E69125F106B2e4aad960,1
0xEeDbAbf01a41161297fEc6dC67c5F88B1684eFff,62
0xA7e9DBB781A18f67d115Ff8a7b5512A182ddd9a9,66
0x158D6919f02657c2D19041693cb58dAAa201F367,100
0xD1402db2D28bAEb571b32757938A12575221672D,50
0xD08b73b1EA4DC4CdD2B2F36f343799D66CD26E40,97
0xa9811f9f6B8bCA7f9F91f850A98310e63FBB7326,2
0x13e1633b78d5EAD15f5196f74cF801468A75F732,23
0xA1868a54d928b92fda726276Fb68f01F96A7c131,0
0x69c0113B8014D12afA6DaF264164920A880D523d,0
0x65FE89a480bdB998F4116DAf2A9360632554092c,99
0x0b2Ce43dfF0D0600ba3a760B271A72340Aec1934,0
0x49f65916e05Fd9C28c49664d19F8647B915A82A2,1
0x72656CdF1c5Bc08F7D95919e1b31Ca8a88de62c6,0
0x426cf0A8423A9522A78cd3325984AE000D425EeB,0
0x20C28C5c550F1C349785f60617545b51cC30263E,0
0x802e2984045bF89A04B3ED39207B0A4812c2b643,0
0x58BB1EF2716562fd112b75B250e10B4D706b26Af,0
0xB407A627A922CeF3455CDedF7b4aDAa145F5d1Ad,0
0x7b611fb9712994f974BadfaFE870b92fCbAfE241,10
0xF6D7093191b24593932769253978C1D106d09559,0
0xbd7Ed7a102B9ADc073Ea57423ea7cc8d8401eFE7,0
0x378ff65Cb9E9B83B86AA2534c9991e5B28F1Ec92,100
0x63d90FeD9f6873F267C6cEdd3F0CdCEc17384fbC,0
0x6152Ec47aCfc30160B5e3D34e38A140362e7471f,1
0x7576ABd7d9465591B6A41d7d2B77E0c860A99878,0
0x038EDc61B0913f5a1FB5d4C9C05Ec278B595e652,0
0x525868063dfB084A3542e2DFeb60D81e21d79c31,0
0xa6D5076f10C550eaF85eD71efef22709345FC1F1,60
0x7987D21850dCa6ccEb0EE46B4705EBa5b64E6EAa,0
0xc0229733799A32FCBDA487554867239B341bF958,0
0x54Bd849732214B8435EA2D991Af5EF8bE0AEeD54,0
0x4e12d870e0e841577a1d6ea08898b44cB1D0681C,0
0xdE28B1411cbF1b739A85C54Ef4aEbCb31b66c2bF,0
0x62de84e817A9f328605122aCb88A6449100680F2,1
0x90811C6839f1a792104B9eD1c54290ba1dD60D98,1
0x74a6D6A83345B330d8e31298Eca9AA5Ed320C3BD,0
0x07F62F48709B2c427E54e102531D07d9E21Ad99E,0
0x717292EF4b50db81519B3211214cFF97b188F858,1
0x86571A96A344eA5C26F8f44B0944f42D8D5F627C,0
0x2B888954421b424C5D3D9Ce9bB67c9bD47537d12,100
0xff930dd9f31AD7e8f0564D80639BBb5a72A1860A,1
0x9AbA646174a127D13a707922F6A2D5667A9257c6,0
0xaaa4A39b3319b9aD7f62b4A2a605FeE22c5b0564,1
0xd83B77744F5eD342c48a504230BacD7C238e6534,61
0xf311722E979A0efC4bA2684491edB23E5Ba0D579,0
0x864384880606546a838af266A33cE58c2959Aa2f,2
0x9Df620d2e786Ab1Bc58223120bf668665f9a9275,0
0xFc276D32De18358A01C43F09df023EF868629a25,0
0x53a13d69da73482FB4042a75838E62213d51Fa07,0
0x3b85D5e8Ae372A476b03A6EF9DD96e8A8132184f,0
0xCAc58b2C7fDC4531935cEFFBF6FBa4eBccd995D3,0
0x580956e526C00d3947a30555848135C2FAA8FCA4,0
0xE00C13af7bcd8eE6560421E41828D8DFeabaA0c4,0
0x81D5fA201C4115b79Dd5FCc40588e3bB1E593084,0
0x4312e17bbD4C4032C24295BdAD3Aa130d1094090,0
0xcFbFf37195De90215FcC142f8D70000001b9c209,0
0xa31584588b06aC8Ebf177F5E3F0A86B25c6212f0,0
0x7Fe04Cf4b15EaCca1Af7D02fbCea4275AAD3d63e,0
0x8B2bA7bb14e2BA3Ab3E689B0BB6Ba7831B28546C,0
0x4eCBb4695205E247c5Ff35A455527EC0368732B6,0
0xDC7708c8713996C8AEBCdEff1fA43D7f4076858c,0
0x5016Ec72f6682F4C2bA91F83C2f13Fc5fE47457d,0
0x34bAB3B9cAfE43B9Da4532Dfe7DeE8c4b67665bF,0
0x01Ae6DE25e782B4224870A6B015aC645BA51B7f1,0
0xFC4BE93Cc3185b99307F432ffD3afD12073D9859,0
0x75db5fA93d7B68c8c3CcB63BBCf5D91BBa13FFcb,0
0x303715a9da8043Bfb2ec65C4D5Daf3eb63c7a9dD,3
0x197008a1D3e26A97A19f46C121482969cEF95b7d,0
0x1d79d02fA4A25D307d9CfC33a1bA490c90ECa0bA,98
0x6A04872862a85a88f6520C85D167B30B89EEA953,0
0x8c57D1Fab10D4B78F49ef5C6ABaEB76a63710f61,3
0xae6842F589874897a38A0f4A4e8840f7257D248e,0
0xEA94e8832CADd3c2DA4ccbE78C5f889dA2782Ae0,0
0x5C0Aed74917667f07786947Ed677A7E3c808e006,0
0x5E8385F28B656ED797DC5a4D402b73BAA596164e,1
0xFCbC68C151A83B777992e1B3f246dD3629E3e003,1
0x531370714a7A29b5CE0395179E0d51b8563dF998,0
0x0315E72804c8d53fc15f41c603773E28AD8A4395,0
0x22A6fCf441930F2DBec91D8c787Dc5eDdd8E55eC,0
0xadCFBc9C898Ec737DDA5Bf6e580301d0afe37939,0
0x946A91037fA639CE0383d6112827e913A5261f89,0
0x2c2EEeFb2201bE2179B089e0d4077DDc3066242C,9
0x54EDDFd8836435FE61B255d2cB14815143cF0E77,0
0x42fb915d37f3A4ea92C29f217A74465a1f331B83,92
0xDA47fA6C08b98343020F47aa7043d3F174276AF5,1
0x0d648783eAc6adcC74C6f6254a59e068F77721Ac,0
0x31411FfdE22d9aB400D7ea5590d100df6aF12667,0
0xAC75f7fdF61f0bc91Ff74175117e429178674090,1
0x21412f14deCCE56D20c2AfBb3E8090ef4bCe02d8,0
0x9C952fc22AD42A56A7399fEB9879b0E696099798,0
0xD6Ca66a00997A2038A6DC7304131A40F48268f77,0
0xe99B44af789a6E09515F1b83b6A0ef76cF016c1e,0
0x4575Ab97AFA4a7b67395aAf3cb306784B0BEBe04,0
0x1064453dC06a2F5DE742AA66d624846C3BdE10f3,0
0x4d6a36650c33aE5B8C397B8535f250F31871f83B,0
0x7526C81408b10BF349e8E0C4bD63113E017Ece54,0
0x104210152812c4803b838AA8F5d9a1E5950F1234,6
0x3a3BD83110ba17037234a5379304aEe5607A70f1,0
0x9F3C061270C4492bC65BF976762742a861e6236a,1
0xd3ea7B0D52C366cF275edFF17f927EbE4CE9F758,0
0xAb3d5E8F658fd1c1Cc614abaDeD293C21F0CFde7,0
0xC123110b44D6c5BFD7C963135041a7d80dfa107A,5
0xc467972a2Fa614c5f6990968D9d47b70DB169f5E,1
0x4c213D5d2ADC9B1021854685433F8eFa582eC5df,100
0xA40fE04eF00a3DF40D0637b8408A9c99591e49Be,2
0x47d00e77732215b54E2FbAdbA3F5040CAF75f68f,0
0x87bDCec7eF6a11c5C8E81A7A6cFe4E03263D28C2,4
0xb03F5438f9A243De5C3B830B7841EC315034cD5f,100
0x57AceA18CeC1e45A43199F3Ff89E2e05e651E08C,13
0x21F0485553c00047BA99d119F5fB21DEa18D6384,21
0x18f990F78E364399C4e43d8F32254c43B21b8DD0,0
0x8de2a28CBF8fFc61cd9FFC6bB428154563eA5a4B,0
0x960a71A6F6519ADD1B3B6079Cc775B78F638f286,0
0x5eB7C560d0326498d89D59AD211dd9fdA04810c0,0
0xeCAa70B65A14A189D4002586dFd971063C51595e,0
0xA29b0D2F3b4555359A1bF684d700753b1b06cBc4,0
0x8f04B6414671F581Be8ced7043Fab6F8e1021C24,0
0xFF69839179Fa19F0E0514b608b4a700277cEAA85,0
0xD012351129705fCD71c8932A0AEc6EbE5bAf611a,1
0xe15EBB6573496FD6860f7194285375FB94C9A7C2,0
0x2ee901d6AAb21Aa32e50AD15779201C2D6637092,0
0xEF8F3FFe2d66A2C7b82825C593EcCBa35D146520,0
0x4548C3C7bbcEf22E609A0B39F66cc76E2F550EC6,0
0x83D363c0b81b9E0508Aaf9B849E10e906253B07A,2
0x1421d52714B01298E2e9AA969e14c9317B3E1CFA,100
0x4054994B7102B52B4CA003c304642D3C0Af48a8E,6
0x9fC37cDf1Abd391B17E72786644A8DA92143A0Ea,6
0xa86848DBEBf3CdA4A13a7728330c1d5B57103fc8,0
0xf0A166559dd2ba169058947deC0882c8966BA8aB,0
0xc4995D598a6AC11C100bc59Bd57eea75Dc2CD5D4,4
0x87fFbf3A7c08E80bf084584d01777615184Ca517,0
0x0d193c250583b704CBFA715e05AC8741Af63f906,1
0xf5c4e768c997669155718811c635C3526A1A926B,0
0x6c6f73F3256f5685b48734889ffB45135Bde876A,0
0xA14800C71a61e7C976334EF85a12eDE6fE7A75DE,0
0x79a71B809A5211E5d54380a484241b9e37375F71,8
0xC1165690B8a901120A1dA6355e0288803Ce055d0,0
0x0C1633e0BA164a9DEf56d86d7c46afCBe4d28a77,97
0x738C5DBcA9F2D022174c7AbF99DA5BEc001FC54d,0
0xd454ED303748Bb5a433388F9508433ba5d507030,29
0x2df292AF809Fd693D94C7D17E36BE352e15Bb98a,1
0xD1402db2D28bAEb571b32757938A12575221672D,50
0xFD7bD29E1050932829c1FC080eA42D7394C42847,2
0xa9A169a88C80511E1bd83269cE011Ab9Df220Cb1,3
0x5DBb9401eeD0545e31348ab4dc73d256edC3a60D,0
0x8D3cD61164fF9a2ddCCccE933c5b4608F6562a82,100
0x5725a458b319d73B8Ec84c47de80620E7B191B0C,40
0x5115B261fb75084Af050349020F09164CB8Fe059,46
0xa9811f9f6B8bCA7f9F91f850A98310e63FBB7326,2
0x302a6E2774a4dC6F2c7ecFBea9168abb7CCEDe06,2
0x28581D2854fBc981DBC9eA109105D73A70c527E7,0
0xb9ecee9a0e273d8A1857F3B8EeA30e5dD3cb6335,100
0xEC6Ba66a6D19fC4B6e123fBDBa59e310d6D767E0,0
0xa7979BF6Ce644E4e36da2Ee65Db73c3f5A0dF895,11
0xdAc7a91516112703448B5d1fbC8B679fcE838E8A,85
0x848887741B3e38233Cd858c5dD7B48Ca9197FC08,90
0xd09AC252617e863E674c74DBe6E974077dbfc00C,3
0x1B4ab2611BA2eB711dd4F18D3A96589CbdEDaC85,31
0xbE0D4AB1F07F468e7cd2f6cf1Cb6d78aA7A8E77e,2
0x11315Cce8f009e4CB4234FFEAF2E860b84E5b0f6,0
0x20C28C5c550F1C349785f60617545b51cC30263E,0
0x6a1083Fe242460F0f1197EE10d9eD3f0054aa7d1,0
0xB407A627A922CeF3455CDedF7b4aDAa145F5d1Ad,0
0xb9ecee9a0e273d8A1857F3B8EeA30e5dD3cb6335,100
0x2c1c748069266B1c48Ff1E40F216b667b89a0E75,0
0x378ff65Cb9E9B83B86AA2534c9991e5B28F1Ec92,100
0xB7FB92B17B25aa8Ede37f80521BB383c9e203E6b,98
0x63d90FeD9f6873F267C6cEdd3F0CdCEc17384fbC,0
0x6152Ec47aCfc30160B5e3D34e38A140362e7471f,1
0x7576ABd7d9465591B6A41d7d2B77E0c860A99878,0
0x038EDc61B0913f5a1FB5d4C9C05Ec278B595e652,0
0x525868063dfB084A3542e2DFeb60D81e21d79c31,0
0xa6D5076f10C550eaF85eD71efef22709345FC1F1,60
0xc0229733799A32FCBDA487554867239B341bF958,0
0x1068404e132f83026a8F4ed9315Cf24B7FaBe6a2,0
0x4e12d870e0e841577a1d6ea08898b44cB1D0681C,0
0xa64e6C33B0b1233D94eC22E90c057fe5f63dF222,0
0x94C99D650415CF4119Dd6398DBC160a4B3952c78,49
0x62de84e817A9f328605122aCb88A6449100680F2,1
0x90811C6839f1a792104B9eD1c54290ba1dD60D98,1
0x07F62F48709B2c427E54e102531D07d9E21Ad99E,0
0x717292EF4b50db81519B3211214cFF97b188F858,1
0x9500F5680Ab0E6491E264E68dEa13b52e75b0eDe,0
0xEcC79A39C69C4f8cdaaF2225d30a7b1AA2722adB,0
0x6cE4f3c6Afad314728C79d3C20146Ae92fB1eA30,0
0x25bdFF8dB8d80971935A7f38A0CF31DeC62f7696,100
0x746bb7beFD31D9052BB8EbA7D5dD74C9aCf54C6d,22
0x34853C1B389D28Eb9649FFfAA9288128A0836EeD,0
0x2B888954421b424C5D3D9Ce9bB67c9bD47537d12,100
0x9abc68099182f48114b4eE076BC7d3E4620dfCD5,100
0x9AbA646174a127D13a707922F6A2D5667A9257c6,0
0xB6f3AD44D393Ac801Ed6ad6A6740F79353890645,36
0xaaa4A39b3319b9aD7f62b4A2a605FeE22c5b0564,1
0xd83B77744F5eD342c48a504230BacD7C238e6534,61
0xf311722E979A0efC4bA2684491edB23E5Ba0D579,0
0x1c0AcCc24e1549125b5b3c14D999D3a496Afbdb1,79
0x569929b2137bF46C35828fb6F1f5459B4123Ab29,0
0x9Df620d2e786Ab1Bc58223120bf668665f9a9275,0
0xFc276D32De18358A01C43F09df023EF868629a25,0
0x53a13d69da73482FB4042a75838E62213d51Fa07,0
0x3b85D5e8Ae372A476b03A6EF9DD96e8A8132184f,0
0xCAc58b2C7fDC4531935cEFFBF6FBa4eBccd995D3,0
0x580956e526C00d3947a30555848135C2FAA8FCA4,0
0xE00C13af7bcd8eE6560421E41828D8DFeabaA0c4,0
0x81D5fA201C4115b79Dd5FCc40588e3bB1E593084,0
0x4312e17bbD4C4032C24295BdAD3Aa130d1094090,0
0xcFbFf37195De90215FcC142f8D70000001b9c209,0
0xa31584588b06aC8Ebf177F5E3F0A86B25c6212f0,0
0x7Fe04Cf4b15EaCca1Af7D02fbCea4275AAD3d63e,0
0x8B2bA7bb14e2BA3Ab3E689B0BB6Ba7831B28546C,0
0x4eCBb4695205E247c5Ff35A455527EC0368732B6,0
0xDC7708c8713996C8AEBCdEff1fA43D7f4076858c,0
0x5016Ec72f6682F4C2bA91F83C2f13Fc5fE47457d,0
0x34bAB3B9cAfE43B9Da4532Dfe7DeE8c4b67665bF,0
0x01Ae6DE25e782B4224870A6B015aC645BA51B7f1,0
0xFC4BE93Cc3185b99307F432ffD3afD12073D9859,0
0x75db5fA93d7B68c8c3CcB63BBCf5D91BBa13FFcb,0
0x1d79d02fA4A25D307d9CfC33a1bA490c90ECa0bA,98
0xEA94e8832CADd3c2DA4ccbE78C5f889dA2782Ae0,0
0x946A91037fA639CE0383d6112827e913A5261f89,0
0x6e4fBdD9354A2060736F2d0b68A864dAdf6C3475,0
0x54EDDFd8836435FE61B255d2cB14815143cF0E77,0
0xb8fDE7428Ef83116246016223f6a4d764Bcd84ee,0
0xAC75f7fdF61f0bc91Ff74175117e429178674090,1
0x21412f14deCCE56D20c2AfBb3E8090ef4bCe02d8,0
0x4575Ab97AFA4a7b67395aAf3cb306784B0BEBe04,0
0xe126b3E5d052f1F575828f61fEBA4f4f2603652a,99
0x3786EAEABeA2b7cc7290D6eFD71ec8a075De26aD,0
0x104210152812c4803b838AA8F5d9a1E5950F1234,6
0xd174ad0D1E36c7a60CD922E966354095233f8F23,0
0xfF040bA4d147a7B28EA02ec68475018064F04faA,0
0xc467972a2Fa614c5f6990968D9d47b70DB169f5E,1
0x24DE9fF38B785e06e4749EBaa91A4488464656B2,0
0x47d00e77732215b54E2FbAdbA3F5040CAF75f68f,0
0x613DE6647eb62f65656E2015F395a020F4d98af6,1
0xb3D1e41F84AcD0E77F83473aa62fc8560C2A3c0C,12
0xdE1Ac7360340F506786E0a08b7d45D014D07A1C3,87
0x87bDCec7eF6a11c5C8E81A7A6cFe4E03263D28C2,4
0x2CA4ad605Ca875E2725356e53b43071c1e857cdC,95
0xc687611F5b0FCc6e8E531111A8820A1041e55679,94
0x960a71A6F6519ADD1B3B6079Cc775B78F638f286,0
0x5eB7C560d0326498d89D59AD211dd9fdA04810c0,0
0xeCAa70B65A14A189D4002586dFd971063C51595e,0
0xA29b0D2F3b4555359A1bF684d700753b1b06cBc4,0
0x1a0F7BaD27b61Ae398E228F6A3050857a01D4e63,1
0x5a35455c3534fD0B652667e6a94a60E3e9A56546,100
0xA7860E99e3ce0752D1ac53b974E309fFf80277C6,25
0xD012351129705fCD71c8932A0AEc6EbE5bAf611a,1
0xEF8F3FFe2d66A2C7b82825C593EcCBa35D146520,0
0x1421d52714B01298E2e9AA969e14c9317B3E1CFA,100
0x4054994B7102B52B4CA003c304642D3C0Af48a8E,6
0x9fC37cDf1Abd391B17E72786644A8DA92143A0Ea,6
0xa86848DBEBf3CdA4A13a7728330c1d5B57103fc8,0
0xf0A166559dd2ba169058947deC0882c8966BA8aB,0
0x87fFbf3A7c08E80bf084584d01777615184Ca517,0
0x0d193c250583b704CBFA715e05AC8741Af63f906,1
0xf5c4e768c997669155718811c635C3526A1A926B,0
0x6c6f73F3256f5685b48734889ffB45135Bde876A,0
0xA14800C71a61e7C976334EF85a12eDE6fE7A75DE,0
0x79a71B809A5211E5d54380a484241b9e37375F71,8
0x738C5DBcA9F2D022174c7AbF99DA5BEc001FC54d,0
0xB6647e02AE6Dd74137cB80b1C24333852E4AF890,100
0x4b43246728B64a75A4c85A290cd32fE1F2aAef3c,0
0xD7e8BA46923847d8b7CEf23EB8f39E3E08E908f5,0
0x2df292AF809Fd693D94C7D17E36BE352e15Bb98a,1
0xD1402db2D28bAEb571b32757938A12575221672D,50
0xd274a849B2D9389a36c610eC456E8d4450d1d883,0
0x3A4825A0C8C2a16682E02B9B951780755E4461Dc,0
0x69c0113B8014D12afA6DaF264164920A880D523d,0
0x3c32b911Cdfd3e40b03655E0f108461CACC77534,0
0xdd0206010CA82fF22303b58863b3a6f3006C86C4,2
0x30F88C01C05695895C1eb0289c165d1d6ea6CE7C,0
0xcB0DcAd548CA8A5b25754A36AA1d412338adb476,1
0x20C28C5c550F1C349785f60617545b51cC30263E,0
0xB407A627A922CeF3455CDedF7b4aDAa145F5d1Ad,0
0x7b611fb9712994f974BadfaFE870b92fCbAfE241,10
0xA01Fe39c54c756572d267290E1bA1A054734DB81,0
0x63d90FeD9f6873F267C6cEdd3F0CdCEc17384fbC,0
0x6152Ec47aCfc30160B5e3D34e38A140362e7471f,1
0x7576ABd7d9465591B6A41d7d2B77E0c860A99878,0
0x038EDc61B0913f5a1FB5d4C9C05Ec278B595e652,0
0x525868063dfB084A3542e2DFeb60D81e21d79c31,0
0xa6D5076f10C550eaF85eD71efef22709345FC1F1,60
0x7987D21850dCa6ccEb0EE46B4705EBa5b64E6EAa,0
0xc0229733799A32FCBDA487554867239B341bF958,0
0x4e12d870e0e841577a1d6ea08898b44cB1D0681C,0
0x62de84e817A9f328605122aCb88A6449100680F2,1
0x90811C6839f1a792104B9eD1c54290ba1dD60D98,1
0x07F62F48709B2c427E54e102531D07d9E21Ad99E,0
0x1053861F3815d14E46bEfe857374710713493d55,33
0x96ccd56A72FFF9dAb49CeB127A8e29a199324d2D,0
0x3A0755104f1AbE9984e4Cef2f2d17ffCf2b631b6,0
0x42e9c498135431a48796B5fFe2CBC3d7A1811927,21
0x9AbA646174a127D13a707922F6A2D5667A9257c6,0
0x8922C8Ac42AE84cED3A4e8D54Ce7FCb3d52EbcB2,1
0xc467972a2Fa614c5f6990968D9d47b70DB169f5E,1
0xD012351129705fCD71c8932A0AEc6EbE5bAf611a,1
0x5e26b2E455CE24976d0b46ec4ecE3Fc62ACF6a87,0
0xaCE1f1c6c5c89AE3Fc3209ff92e7120fb74445aA,81
0x4c710B38199f589DD769D36eD52b6d0170cb83EE,5
0xF17b03b741bB7162bD5236203B59197d216b7F3D,0
0x20C28C5c550F1C349785f60617545b51cC30263E,0
0xfC9265A28f66CF4561D74A4E25D7Bbd3F482B8e6,94
0xA5053a52e129FdBd86380fB3f33C1aF94BFf4Dea,0
0xF6D7093191b24593932769253978C1D106d09559,0
0x63d90FeD9f6873F267C6cEdd3F0CdCEc17384fbC,0
0x6152Ec47aCfc30160B5e3D34e38A140362e7471f,1
0x7576ABd7d9465591B6A41d7d2B77E0c860A99878,0
0x038EDc61B0913f5a1FB5d4C9C05Ec278B595e652,0
0x525868063dfB084A3542e2DFeb60D81e21d79c31,0
0xa6D5076f10C550eaF85eD71efef22709345FC1F1,60
0xc0229733799A32FCBDA487554867239B341bF958,0
0xE3206EAFaC05839b83823734DD176BA54f5A3e77,0
0x4e12d870e0e841577a1d6ea08898b44cB1D0681C,0
0xf7a9f086cc3874B62fD6f84eF6610A4CAbA1B139,0
0x62de84e817A9f328605122aCb88A6449100680F2,1
0x90811C6839f1a792104B9eD1c54290ba1dD60D98,1
0x07F62F48709B2c427E54e102531D07d9E21Ad99E,0
0xfC9265A28f66CF4561D74A4E25D7Bbd3F482B8e6,94
0x5dCb5f4F39Caa6Ca25380cfc42280330b49d3c93,99
0x97b102e00d88F02DEBfD6b1e4B901Dd6931bB982,19
0x25bdFF8dB8d80971935A7f38A0CF31DeC62f7696,100
0xe45c9d9FEE212486c62938D5f2EC458d4006109d,0
0x746bb7beFD31D9052BB8EbA7D5dD74C9aCf54C6d,22
0x9AbA646174a127D13a707922F6A2D5667A9257c6,0
0x864384880606546a838af266A33cE58c2959Aa2f,2
0x1d79d02fA4A25D307d9CfC33a1bA490c90ECa0bA,98
0x6f228491AFb1a486BA2A852c5C0bF3fA17Df12bd,0
0xCF83d0c22dd54475cC0C52721B0ef07d9756E8C0,88
0x683a42E5B414Ae5cF79ece7e369cA5937fdcDC11,100
0x2aa64E6d80390F5C017F0313cB908051BE2FD35e,100
0x81EbE8Ee7b51741fD5DaD31F6987E626A9bb8111,98
0xCA7632327567796e51920F6b16373e92c7823854,84
0xAACEaca8836A2624eE782b6365737CA181DB72Ae,100
0x57a482EA32c7F75A9C0734206f5BD4f9BCb38e12,100
0xc467972a2Fa614c5f6990968D9d47b70DB169f5E,1
0x01Cf9fD2efa5Fdf178bd635c3E2adF25B2052712,100
0xD012351129705fCD71c8932A0AEc6EbE5bAf611a,1
0x1421d52714B01298E2e9AA969e14c9317B3E1CFA,100
0x8D3cD61164fF9a2ddCCccE933c5b4608F6562a82,100
0xDAADf6f9B33a1e01Be2A48765D77B116A2d5DF77,99
0xBd5FFf8B575C6071BDabE1Dd0e40b74b3E002A8d,0
